20251024T154152.00-0300,-29.246180,-50.921476,6.02,8,792.80,1.34
20251024T154153.00-0300,-29.246186,-50.921484,4.59,8,792.60,1.34
20251024T154154.00-0300,-29.246193,-50.921481,0.06,8,792.50,1.34
20251024T154155.00-0300,-29.246197,-50.921475,0.13,8,792.40,1.34
