20251023T000500.00-0300,-29.168100,-51.152349,3.63,7,821.70,3.43
20251023T000501.00-0300,-29.168079,-51.152344,5.76,6,821.80,2.63
20251023T000502.00-0300,-29.168070,-51.152357,7.02,7,820.90,2.34
