20251020T235516.00-0300,-29.165348,-51.152329,12.82,6,842.50,2.23
20251020T235517.00-0300,-29.165331,-51.152321,11.83,6,843.10,2.14
20251020T235518.00-0300,-29.165329,-51.152327,11.63,7,844.50,2.02
20251020T235519.00-0300,-29.165333,-51.152322,10.35,7,844.60,2.02
20251020T235520.00-0300,-29.165411,-51.152325,9.67,7,844.50,2.01
