timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
20251118T085318.00-0300,-29.216950,-50.896876,0.04,12,787.40,0.75
20251118T085319.00-0300,-29.216950,-50.896877,0.02,12,787.40,0.75
20251118T085320.00-0300,-29.216951,-50.896876,0.06,12,787.50,0.75
20251118T085321.00-0300,-29.216952,-50.896876,0.02,12,787.50,0.75
20251118T085322.00-0300,-29.216952,-50.896876,0.06,12,787.50,0.75
20251118T085323.00-0300,-29.216953,-50.896876,0.06,12,787.50,0.75
20251118T085324.00-0300,-29.216953,-50.896876,0.00,12,787.40,0.75
20251118T085325.00-0300,-29.216953,-50.896875,0.00,12,787.40,0.75
20251118T085326.00-0300,-29.216953,-50.896875,0.00,12,787.40,0.75
20251118T085327.00-0300,-29.216953,-50.896875,0.02,12,787.50,0.75
20251118T085328.00-0300,-29.216954,-50.896875,0.04,12,787.60,0.75
20251118T085329.00-0300,-29.216954,-50.896874,0.04,12,787.60,0.75
20251118T085330.00-0300,-29.216954,-50.896874,0.04,12,787.60,0.75
20251118T085331.00-0300,-29.216954,-50.896874,0.02,12,787.60,0.75
20251118T085332.00-0300,-29.216954,-50.896874,0.06,12,787.60,0.75
20251118T085333.00-0300,-29.216954,-50.896874,0.04,12,787.70,0.75
20251118T085334.00-0300,-29.216954,-50.896874,0.04,12,787.70,0.75
20251118T085335.00-0300,-29.216955,-50.896874,0.02,12,787.60,0.75
20251118T085336.00-0300,-29.216955,-50.896874,0.02,12,787.60,0.75
20251118T085337.00-0300,-29.216955,-50.896874,0.02,12,787.50,0.75
20251118T085338.00-0300,-29.216955,-50.896875,0.04,12,787.40,0.75
20251118T085339.00-0300,-29.216955,-50.896875,0.02,12,787.30,0.75
20251118T085340.00-0300,-29.216955,-50.896875,0.02,12,787.20,0.75
20251118T085341.00-0300,-29.216955,-50.896875,0.04,12,787.10,0.75
20251118T085342.00-0300,-29.216955,-50.896876,0.06,12,787.00,0.75
20251118T085344.00-0300,-29.216955,-50.896876,0.04,12,786.90,0.75
20251118T085345.00-0300,-29.216955,-50.896876,0.02,12,786.70,0.75
20251118T085346.00-0300,-29.216955,-50.896877,0.02,12,786.60,0.75
20251118T085347.00-0300,-29.216954,-50.896877,0.02,12,786.40,0.75
20251118T085348.00-0300,-29.216954,-50.896878,0.02,12,786.20,0.75
20251118T085349.00-0300,-29.216953,-50.896879,0.02,12,786.10,0.75
20251118T085350.00-0300,-29.216953,-50.896880,0.00,12,785.90,0.75
20251118T085351.00-0300,-29.216952,-50.896881,0.02,12,785.80,0.75
20251118T085352.00-0300,-29.216951,-50.896882,0.06,12,785.70,0.75
20251118T085353.00-0300,-29.216950,-50.896883,0.06,12,785.60,0.75
20251118T085354.00-0300,-29.216950,-50.896884,0.02,12,785.50,0.75
20251118T085355.00-0300,-29.216949,-50.896884,0.04,12,785.40,0.75
20251118T085356.00-0300,-29.216948,-50.896885,0.06,12,785.30,0.75
20251118T085357.00-0300,-29.216947,-50.896886,0.02,12,785.30,0.75
20251118T085358.00-0300,-29.216946,-50.896886,0.02,12,785.30,0.75
20251118T085359.00-0300,-29.216945,-50.896886,0.19,12,785.40,0.75
20251118T085400.00-0300,-29.216944,-50.896886,0.07,12,785.40,0.75
20251118T085401.00-0300,-29.216943,-50.896887,0.02,12,785.30,0.75
20251118T085402.00-0300,-29.216942,-50.896887,0.19,12,785.30,0.75
20251118T085403.00-0300,-29.216942,-50.896888,0.06,12,785.30,0.75
20251118T085404.00-0300,-29.216941,-50.896888,0.04,12,785.30,0.78
20251118T085405.00-0300,-29.216940,-50.896888,0.00,12,785.30,0.78
20251118T085406.00-0300,-29.216939,-50.896888,0.06,12,785.40,0.78
20251118T085407.00-0300,-29.216938,-50.896889,0.11,12,785.40,0.78
20251118T085408.00-0300,-29.216938,-50.896888,0.06,12,785.50,0.78
20251118T085409.00-0300,-29.216937,-50.896888,0.04,12,785.50,0.78
20251118T085410.00-0300,-29.216937,-50.896888,0.04,12,785.60,0.78
20251118T085411.00-0300,-29.216936,-50.896887,0.04,12,785.70,0.78
20251118T085412.00-0300,-29.216936,-50.896886,0.06,12,785.70,0.78
20251118T085413.00-0300,-29.216936,-50.896887,0.07,12,785.70,0.78
20251118T085415.00-0300,-29.216936,-50.896887,0.02,12,785.80,0.75
20251118T085416.00-0300,-29.216936,-50.896886,0.00,12,786.00,0.75
20251118T085417.00-0300,-29.216936,-50.896886,0.02,12,786.10,0.77
20251118T085418.00-0300,-29.216935,-50.896886,0.06,12,786.30,0.77
20251118T085419.00-0300,-29.216935,-50.896887,0.04,12,786.50,0.75
20251118T085420.00-0300,-29.216935,-50.896887,0.02,12,787.10,0.75
20251118T085421.00-0300,-29.216934,-50.896887,0.24,12,787.50,0.75
20251118T085422.00-0300,-29.216935,-50.896887,0.39,12,787.80,0.75
20251118T085423.00-0300,-29.216935,-50.896888,0.04,12,788.00,0.75
20251118T085424.00-0300,-29.216935,-50.896888,0.20,12,788.10,0.75
20251118T085425.00-0300,-29.216936,-50.896887,0.13,12,788.30,0.75
20251118T085426.00-0300,-29.216935,-50.896888,0.02,12,788.50,0.75
20251118T085427.00-0300,-29.216935,-50.896888,0.07,12,788.50,0.75
20251118T085428.00-0300,-29.216936,-50.896887,0.48,12,788.60,0.75
20251118T085429.00-0300,-29.216936,-50.896887,0.09,12,788.60,0.75
20251118T085430.00-0300,-29.216936,-50.896889,1.11,12,788.50,0.88
20251118T085431.00-0300,-29.216935,-50.896890,0.20,12,788.30,0.75
20251118T085432.00-0300,-29.216933,-50.896893,1.20,12,788.10,0.75
20251118T085433.00-0300,-29.216932,-50.896897,1.31,12,788.10,0.75
20251118T085434.00-0300,-29.216932,-50.896899,0.11,12,787.90,0.75
20251118T085435.00-0300,-29.216933,-50.896900,0.07,12,787.60,0.75
20251118T085436.00-0300,-29.216933,-50.896900,0.20,12,787.80,0.75
20251118T085437.00-0300,-29.216933,-50.896897,1.41,12,787.90,0.75
20251118T085438.00-0300,-29.216933,-50.896891,2.15,12,787.80,0.75
20251118T085439.00-0300,-29.216933,-50.896884,2.69,12,787.90,0.75
20251118T085440.00-0300,-29.216933,-50.896878,1.06,12,787.80,0.75
20251118T085441.00-0300,-29.216933,-50.896875,1.00,12,787.70,0.75
20251118T085442.00-0300,-29.216930,-50.896867,3.57,12,787.60,0.75
20251118T085443.00-0300,-29.216931,-50.896866,0.48,12,787.70,0.75
20251118T085444.00-0300,-29.216932,-50.896867,0.20,12,787.60,0.75
20251118T085445.00-0300,-29.216932,-50.896866,0.22,12,787.60,0.78
20251118T085446.00-0300,-29.216934,-50.896871,2.65,12,787.60,0.75
20251118T085447.00-0300,-29.216939,-50.896880,3.70,12,787.60,0.75
20251118T085449.00-0300,-29.216947,-50.896897,4.19,12,787.70,0.75
20251118T085450.00-0300,-29.216948,-50.896908,4.28,12,787.40,0.77
20251118T085451.00-0300,-29.216952,-50.896921,3.91,12,787.20,0.75
20251118T085452.00-0300,-29.216951,-50.896931,3.61,12,787.30,0.75
20251118T085453.00-0300,-29.216948,-50.896940,3.56,12,787.20,0.75
20251118T085454.00-0300,-29.216946,-50.896950,3.94,12,787.10,0.75
20251118T085455.00-0300,-29.216943,-50.896963,4.20,12,787.00,0.75
20251118T085456.00-0300,-29.216942,-50.896974,3.85,12,787.00,0.75
20251118T085457.00-0300,-29.216942,-50.896984,3.70,12,787.00,0.75
20251118T085458.00-0300,-29.216941,-50.896995,3.78,12,787.00,0.75
20251118T085459.00-0300,-29.216940,-50.897006,4.13,12,787.00,0.75
20251118T085500.00-0300,-29.216941,-50.897017,3.93,12,787.30,0.75
20251118T085501.00-0300,-29.216941,-50.897027,3.91,12,787.40,0.75
20251118T085502.00-0300,-29.216943,-50.897038,3.89,12,787.70,0.75
20251118T085503.00-0300,-29.216946,-50.897051,4.13,12,787.80,0.75
20251118T085504.00-0300,-29.216949,-50.897062,3.70,12,787.70,0.75
20251118T085505.00-0300,-29.216955,-50.897072,4.17,12,787.90,0.80
20251118T085506.00-0300,-29.216960,-50.897081,2.87,12,787.90,0.75
20251118T085507.00-0300,-29.216966,-50.897091,4.24,12,787.90,0.75
20251118T085508.00-0300,-29.216972,-50.897099,3.78,12,787.90,0.75
20251118T085509.00-0300,-29.216982,-50.897104,3.83,12,788.00,0.75
20251118T085510.00-0300,-29.216990,-50.897111,3.72,12,788.10,0.75
20251118T085511.00-0300,-29.216999,-50.897116,4.04,12,788.10,0.75
20251118T085512.00-0300,-29.217008,-50.897122,4.24,12,788.10,0.75
20251118T085513.00-0300,-29.217017,-50.897128,4.15,12,788.10,0.75
20251118T085514.00-0300,-29.217027,-50.897135,4.48,12,788.10,0.75
20251118T085515.00-0300,-29.217036,-50.897141,4.17,12,788.20,0.75
20251118T085516.00-0300,-29.217046,-50.897151,5.20,12,788.40,0.75
20251118T085517.00-0300,-29.217052,-50.897162,4.44,12,788.20,0.78
20251118T085518.00-0300,-29.217056,-50.897173,4.07,12,788.60,0.75
20251118T085519.00-0300,-29.217058,-50.897185,4.30,12,788.50,0.79
20251118T085520.00-0300,-29.217060,-50.897197,4.59,12,788.40,0.79
20251118T085521.00-0300,-29.217062,-50.897210,4.57,12,788.40,0.75
20251118T085522.00-0300,-29.217062,-50.897223,4.61,12,788.60,0.87
20251118T085523.00-0300,-29.217060,-50.897236,4.09,12,787.50,0.75
20251118T085524.00-0300,-29.217055,-50.897248,4.69,12,787.00,0.77
20251118T085526.00-0300,-29.217041,-50.897265,2.85,12,786.90,0.77
20251118T085527.00-0300,-29.217035,-50.897267,1.76,12,786.50,0.80
20251118T085528.00-0300,-29.217033,-50.897267,0.33,12,786.20,0.75
20251118T085529.00-0300,-29.217037,-50.897266,2.15,12,786.40,0.75
20251118T085530.00-0300,-29.217041,-50.897264,2.20,12,786.50,0.79
20251118T085531.00-0300,-29.217045,-50.897266,1.61,12,787.00,0.75
20251118T085532.00-0300,-29.217044,-50.897266,0.57,12,787.60,0.75
20251118T085533.00-0300,-29.217044,-50.897265,0.33,12,787.70,0.80
20251118T085534.00-0300,-29.217042,-50.897266,0.57,12,787.50,0.75
20251118T085535.00-0300,-29.217037,-50.897266,2.50,12,787.20,0.75
20251118T085536.00-0300,-29.217030,-50.897267,1.56,12,786.70,0.78
20251118T085537.00-0300,-29.217028,-50.897267,0.26,12,786.60,0.75
20251118T085538.00-0300,-29.217027,-50.897266,0.19,12,786.50,0.75
20251118T085539.00-0300,-29.217025,-50.897265,0.06,12,786.70,0.75
20251118T085540.00-0300,-29.217024,-50.897264,0.13,12,786.60,0.75
20251118T085541.00-0300,-29.217024,-50.897263,0.02,12,786.80,0.75
20251118T085542.00-0300,-29.217023,-50.897263,0.06,12,786.60,0.78
20251118T085543.00-0300,-29.217022,-50.897263,0.04,12,786.60,0.75
20251118T085544.00-0300,-29.217022,-50.897263,0.00,12,786.60,0.75
20251118T085545.00-0300,-29.217021,-50.897263,0.04,12,786.60,0.75
20251118T085546.00-0300,-29.217021,-50.897263,0.04,12,786.80,0.75
20251118T085547.00-0300,-29.217020,-50.897263,0.06,12,786.80,0.79
20251118T085548.00-0300,-29.217019,-50.897262,0.04,12,786.80,0.75
20251118T085549.00-0300,-29.217017,-50.897263,0.02,12,786.70,0.79
20251118T085550.00-0300,-29.217017,-50.897263,0.20,12,786.60,0.79
20251118T085551.00-0300,-29.217015,-50.897263,0.13,12,786.50,0.79
20251118T085552.00-0300,-29.217015,-50.897263,0.35,12,786.40,0.75
20251118T085554.00-0300,-29.217014,-50.897263,0.00,12,786.60,0.79
20251118T085555.00-0300,-29.217013,-50.897263,0.04,12,786.70,0.79
20251118T085556.00-0300,-29.217012,-50.897262,0.13,12,786.70,0.79
20251118T085557.00-0300,-29.217011,-50.897262,0.04,12,786.70,0.79
20251118T085558.00-0300,-29.217011,-50.897262,0.02,12,787.00,0.79
20251118T085559.00-0300,-29.217011,-50.897263,0.02,12,787.00,0.79
20251118T085600.00-0300,-29.217010,-50.897263,0.02,12,787.00,0.79
20251118T085601.00-0300,-29.217009,-50.897263,0.06,12,787.00,0.75
20251118T085602.00-0300,-29.217009,-50.897263,0.06,12,786.90,0.79
20251118T085603.00-0300,-29.217008,-50.897263,0.02,12,786.90,0.75
20251118T085604.00-0300,-29.217008,-50.897262,0.04,12,786.90,0.75
20251118T085605.00-0300,-29.217008,-50.897262,0.02,12,786.90,0.75
20251118T085606.00-0300,-29.217007,-50.897262,0.06,12,786.90,0.75
20251118T085607.00-0300,-29.217007,-50.897262,0.19,12,786.90,0.75
20251118T085608.00-0300,-29.217006,-50.897261,0.22,12,786.90,0.75
20251118T085609.00-0300,-29.217006,-50.897261,0.02,12,786.80,0.75
20251118T085610.00-0300,-29.217005,-50.897261,0.00,12,786.60,0.75
20251118T085611.00-0300,-29.217005,-50.897262,0.02,12,786.50,0.75
20251118T085612.00-0300,-29.217005,-50.897262,0.09,12,786.40,0.75
20251118T085613.00-0300,-29.217005,-50.897263,0.09,12,786.30,0.75
20251118T085614.00-0300,-29.217005,-50.897263,0.04,12,786.20,0.75
20251118T085615.00-0300,-29.217005,-50.897264,0.11,12,786.10,0.75
20251118T085616.00-0300,-29.217005,-50.897264,0.04,12,786.00,0.75
20251118T085617.00-0300,-29.217005,-50.897264,0.02,12,786.00,0.75
20251118T085618.00-0300,-29.217005,-50.897264,0.07,12,785.80,0.75
20251118T085619.00-0300,-29.217005,-50.897264,0.04,12,785.60,0.75
20251118T085620.00-0300,-29.217005,-50.897265,0.00,12,785.60,0.75
20251118T085621.00-0300,-29.217005,-50.897265,0.06,12,785.50,0.75
20251118T085622.00-0300,-29.217006,-50.897265,0.04,12,785.40,0.75
20251118T085624.00-0300,-29.217007,-50.897265,0.09,12,785.30,0.75
20251118T085625.00-0300,-29.217008,-50.897265,0.13,12,785.10,0.75
20251118T085626.00-0300,-29.217009,-50.897266,0.11,12,784.90,0.75
20251118T085627.00-0300,-29.217010,-50.897266,0.11,12,784.70,0.75
20251118T085628.00-0300,-29.217011,-50.897266,0.09,12,784.50,0.75
20251118T085629.00-0300,-29.217012,-50.897266,0.07,12,784.40,0.75
20251118T085630.00-0300,-29.217013,-50.897265,0.02,12,784.30,0.75
20251118T085631.00-0300,-29.217015,-50.897265,0.02,12,784.10,0.75
20251118T085632.00-0300,-29.217016,-50.897265,0.00,12,784.10,0.75
20251118T085633.00-0300,-29.217017,-50.897264,0.04,12,784.10,0.75
20251118T085634.00-0300,-29.217019,-50.897264,0.02,12,784.10,0.75
20251118T085635.00-0300,-29.217020,-50.897264,0.00,12,784.20,0.75
20251118T085636.00-0300,-29.217021,-50.897264,0.02,12,784.30,0.75
20251118T085637.00-0300,-29.217023,-50.897263,0.00,12,784.40,0.75
20251118T085638.00-0300,-29.217024,-50.897263,0.04,12,784.50,0.75
20251118T085639.00-0300,-29.217025,-50.897263,0.13,12,784.50,0.75
